Repository,Branches,NbBranches,CommitId,Message,Author,DateTime,Date,HourOfDay,Merge,BugFix,SATD,NbModifiedFiles,ModifiedFiles,NbModifiedProdSourceFiles,NbModifiedTestSourceFiles,NbModifications,NbInsertions,NbDeletions
nltk,{'develop'},1,e1907ae4ed9e05d63c71662efe78614e8b0850a7,"doc/en/ch06.rst
* fix issue with exercise formatting

doc/en/ch07.rst, ch08.rst
* adjust image scales

doc/en/ch10.rst
* wrote opening in standard style
* implemented a couple of the low-level changes
  I had earlier suggested in comments


svn/trunk@7254",Steven Bird,2008-12-14 09:03:49+00:00,2008-12-14,9,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,1710fbb077b89bd1e9425b8fc8e35dca013fe5fb,"* Added small section on ""writing your own CFG""
* Removed section on ""CFGs in NLTK"", since the material has been
  merged earlier on.
* Shortened the reference to left-recursive productions.


svn/trunk@7256",Ewan Klein,2008-12-14 13:18:19+00:00,2008-12-14,13,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,a239a6e0d98d6919e973114d22769a19e3862452,"* Added/updated section on valency.
* Cut out the section on dependency parsing (now sitting in
  ch08-extra.rst). It was too small to be useful, and we don't have
  time to expand it.
* Corrected typo in depgraph0 image.


svn/trunk@7257",Ewan Klein,2008-12-14 17:11:22+00:00,2008-12-14,17,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,b289cc7ee0dceec14a16f01cdbc488c36bfc827a,"fixed rst xref

svn/trunk@7258",Ewan Klein,2008-12-14 17:20:23+00:00,2008-12-14,17,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,63ac8dbef02585a5880e0e345900a50769db9307,"Minor RST fixes.


svn/trunk@7261",Ewan Klein,2008-12-14 18:42:45+00:00,2008-12-14,18,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,b6bb3b5030bc669025c066f40985c26c771f60c4,"Hardly changed at all...


svn/trunk@7262",Ewan Klein,2008-12-14 18:55:02+00:00,2008-12-14,18,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,a137ff3539bde3b9c48c83143e3412a946424bfb,"Emacs doesn't recognize the encoding ""utf8"", changed it to ""utf-8"" instead. 


svn/trunk@7264",Peter Ljunglöf,2008-12-14 23:08:14+00:00,2008-12-14,23,False,False,False,1,probability.py,1,0,4,2,2
nltk,{'develop'},1,b9ee4a3746510dbaa50ba1c8cec60008e382a1c5,"Makefile:
* changed data_index target to pkg_index for consistency

nltk_data/index.xml
* updated

packages/gramamrs/large_grammars.zip
* repaired

svn/trunk@7265",Steven Bird,2008-12-14 23:32:54+00:00,2008-12-14,23,False,False,False,1,Makefile,0,0,3,3,0
nltk,{'develop'},1,7aac8999a07fec8d64b91fa36724826626a6dbc5,"Extensive modifications and optimizations of grammars and chart parsers

nltk/grammar.py
* the lexicon isn't necessary anymore, so it was removed
* parsing CFGs, PCFGs and FCFGs is simplified
  - there's the generic functions parse_production and parse_grammar

nltk/parse/chart.py
* changes to class ChartParser():
  - new parameter use_agenda (default=True), which uses agenda-based parsing
    (a big optimization)
  - new method chart_parse(tokens) which returns the chart
* new parsing strategy: BUC_STRATEGY (Bottom-up combine)
  - prediction also move the dot forward
  - often more efficient than TD, BU and EARLEY
* simplifications to Earley
  - we don't need a lexicon anymore
  - the function makeEarleyStrategy() is unnecessary 
  - instead we have the new EARLEY_STRATEGY
  - CompleterRule is just SingleEdgeFundamentalRule

nltk/parse/featurechart.py
* all references to the lexicon are removed
  - it works fine anyway

nltk/draw/chart.py
* removed obsolete comment

nltk/parse/api.py
* corrected spelling mistake: overriden => overridden

nltk/test/parse.doctest
* replaced the ChartParser and FeatureChartParser unit tests
  with calls to the demo() functions
* added a parser test for a large grammar 

nltk/test/featgram.doctest
nltk/test/grammartestsuites.doctest
* updated the paths to the test grammars



svn/trunk@7266",Peter Ljunglöf,2008-12-14 23:45:10+00:00,2008-12-14,23,False,False,False,8,"chart.py
grammar.py
api.py
chart.py
featurechart.py
featgram.doctest
grammartestsuites.doctest
parse.doctest",5,0,1724,1152,572
nltk,{'develop'},1,259eea7ea80254a9ad675fbe27e52c6ba2b3da87,"Lots more writing...


svn/trunk@7267",Steven Bird,2008-12-15 03:25:31+00:00,2008-12-15,3,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,2eb8b3e39a1ce6db25882eb3339e744843fcfdeb,"doc/en/rst.py
* fixed problem with defined terms not being boldface in docbook output

doc/en/app-issues.rst
* removed this as an issue
* added issue for bibliography

doc/en/ch11.rst
* more work on section on endangered languages


svn/trunk@7268",Steven Bird,2008-12-15 07:20:22+00:00,2008-12-15,7,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,e0ea57a35213ba1392b7b3512a5b43297ca34bcc,"nltk/parse/util.py
* new function extract_test_senteces(string), which can be used,
  e.g., on the test sentences for the large grammars

nltk/test/parse.doctest
* the doctest is updated accordingly
  (and I chose a less complex test sentence, for speeding up the test)



svn/trunk@7272",Peter Ljunglöf,2008-12-15 11:38:56+00:00,2008-12-15,11,False,False,False,2,"util.py
parse.doctest",1,0,62,48,14
nltk,{'develop'},1,0d9c4a77b82ffe8208fb43575ca9bd0249f86023,"event based semantics

svn/trunk@7274",Ewan Klein,2008-12-15 12:55:47+00:00,2008-12-15,12,False,False,False,1,event.fcfg,0,0,69,69,0
nltk,{'develop'},1,f685bef0e5a5d994137d4c0bb19de3d7c01c21f8,"fixed typo

svn/trunk@7276",Ewan Klein,2008-12-15 13:03:02+00:00,2008-12-15,13,False,True,False,1,sem2.fcfg,0,0,2,1,1
nltk,{'develop'},1,050d2b1bff8327c300615ac228cb8d1b27872fd5,"Added missing vocab.


svn/trunk@7279",Ewan Klein,2008-12-15 13:17:58+00:00,2008-12-15,13,False,False,False,1,storage.fcfg,0,0,4,3,1
nltk,{'develop'},1,7ca6aa689677ae1e0ebbb1b5d03b60c3733a7b52,"Updated make target for publish.


svn/trunk@7280",Ewan Klein,2008-12-15 13:18:48+00:00,2008-12-15,13,False,False,False,1,Makefile,0,0,2,1,1
nltk,{'develop'},1,2e3052dbdb7516a7ef8e8bef56809f85b76ec132,"Added failing examples from ch10 book code under 
""Regression Testing""


svn/trunk@7283",Ewan Klein,2008-12-15 13:36:59+00:00,2008-12-15,13,False,False,False,1,discourse.doctest,0,0,44,36,8
nltk,{'develop'},1,46f509b5ea30731e6d78bb62fc862450cba49b51,"* Implemented most of SB's recent suggestions.
* Updated initial questions and summary.


svn/trunk@7284",Ewan Klein,2008-12-15 15:36:34+00:00,2008-12-15,15,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,8c8e7f89a784a8869c112651672f36733df85fdc,"Added a bunch more exercises -- though more still needed.


svn/trunk@7285",Ewan Klein,2008-12-15 16:52:44+00:00,2008-12-15,16,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,d78d8a78ece3604584787903575eceadd8dd0030,"Removed code that is no longer valid.

svn/trunk@7286",Dan Garrette,2008-12-15 17:29:45+00:00,2008-12-15,17,False,False,False,1,drt.py,1,0,3,1,2
nltk,{'develop'},1,5f784498ec6666918059681bf27e282d9e9174b1,"Fixed issue where types of predicates were always being overwritten.

svn/trunk@7287",Dan Garrette,2008-12-15 17:45:54+00:00,2008-12-15,17,False,True,False,1,logic.py,1,0,51,23,28
nltk,{'develop'},1,fa91f37bb9ea88017a679f430229ee24029de46c,"Moved test scenario to doctest

svn/trunk@7288",Dan Garrette,2008-12-15 17:57:43+00:00,2008-12-15,17,False,False,False,2,"logic.py
logic.doctest",1,0,27,15,12
nltk,{'develop'},1,e7664d9c68af93392df65cc8a7d0f875955152f9,"reorganized chapter 5, added more examples

svn/trunk@7290",Edward Loper,2008-12-16 03:21:46+00:00,2008-12-16,3,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,632ecffc2a681f483d9e1fc90ffaa3daebe6780d,"doc/en/ch06*.rst
* lots of new content, restructuring, better examples

doc/en/ch12.rst
* moved the discussion of pcfgs to new appendix



svn/trunk@7291",Steven Bird,2008-12-16 04:49:09+00:00,2008-12-16,4,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,6354b7eaf7fd7f2df585e57e7f5121dff8ff9d81,"rst tweaks needed to build the book; added new appendix to makefile


svn/trunk@7292",Steven Bird,2008-12-16 05:20:10+00:00,2008-12-16,5,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,a8598650a2da6c4af9dce4cacd5028592dc3da0a,"Replaced cheat sheet appendix with a Python and NLTK reference (incomplete).
Mentioned chatbots in dialogue section of ch01.
Added notes on debugging and reformatted table in ch06.


svn/trunk@7296",Steven Bird,2008-12-16 10:38:59+00:00,2008-12-16,10,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,f8dff4c6aefe11aebd89fcb0c6dc431be02d8528,"Rewrote section on propositional logic, and added a simple example of
propositional inference.


svn/trunk@7297",Ewan Klein,2008-12-16 14:56:18+00:00,2008-12-16,14,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,6bb5778fdd9eaaf6a9df7129623da62d67bc33ec,"Reorganized material on theorem-proving and added section on
model-building.


svn/trunk@7298",Ewan Klein,2008-12-16 17:00:43+00:00,2008-12-16,17,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,a7d6bb7178eb3223abe7f788b3ddbe21b7b91074,"Fixed up typing example by adding a signature.


svn/trunk@7299",Ewan Klein,2008-12-16 17:12:10+00:00,2008-12-16,17,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,9f83fbb4a9949777ce0664a1771804a707861e9d,"more excised material

svn/trunk@7300",Ewan Klein,2008-12-16 17:13:48+00:00,2008-12-16,17,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,32703ef55551bfc7714dd150b9a59d9d2da69737,"Local grammar for development purposes.


svn/trunk@7301",Ewan Klein,2008-12-16 18:35:49+00:00,2008-12-16,18,False,False,False,1,event.fcfg,0,0,73,39,34
nltk,{'develop'},1,c163e4b1ee555c736e542d3009e0c87db9ca365e,"fixed typo


svn/trunk@7302",Ewan Klein,2008-12-16 18:43:26+00:00,2008-12-16,18,False,True,False,1,storage.fcfg,0,0,2,1,1
nltk,{'develop'},1,8463ff009d54a5ad53d777f6c834de6de78a6a94,"Fixed some doctest errors


svn/trunk@7303",Ewan Klein,2008-12-16 18:54:05+00:00,2008-12-16,18,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,3e1a477abfcf4acef78bd5a62cbe20eafd4254c4,"Polishing...


svn/trunk@7304",Steven Bird,2008-12-17 03:39:11+00:00,2008-12-17,3,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,c68a9cc433ac931992ad2e94fd5ae746389ec407,"more writing



svn/trunk@7305",Steven Bird,2008-12-17 09:41:35+00:00,2008-12-17,9,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,cf32e1e1e71ad7f599d688378f34c153f64bf9ac,"updates to chapter 5

svn/trunk@7306",Edward Loper,2008-12-17 10:36:30+00:00,2008-12-17,10,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,687da8b6cd39160b789211d51080cd9aadd24308,"reworked discussion of tools and standards


svn/trunk@7307",Steven Bird,2008-12-17 10:44:37+00:00,2008-12-17,10,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,8a31b77f4ce6b6c1cd85240c94f837648520e3a1,"fix rst problem; reinstate part of deleted corpus discussion (from old ch05)

svn/trunk@7308",Steven Bird,2008-12-17 10:58:42+00:00,2008-12-17,10,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,291f79c1699d49311db8343c03d37af06ff3f961,"fix rst problems


svn/trunk@7309",Steven Bird,2008-12-17 11:09:44+00:00,2008-12-17,11,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,272313374293b9db28ca876e2e539c24ce9d51e6,"fix rst problems

svn/trunk@7310",Steven Bird,2008-12-17 11:12:22+00:00,2008-12-17,11,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,a66430e513ac105029325796a28ba198d79205a5,"changed docbook writer to mark :gc: using role=""smallcaps""

svn/trunk@7311",Edward Loper,2008-12-17 11:35:03+00:00,2008-12-17,11,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,c8cfd15014659b7c87596e4dc258f51eba1221cd,"fixed typos in ch05.  Misc other fixes


svn/trunk@7312",Steven Bird,2008-12-17 11:38:35+00:00,2008-12-17,11,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,4c7fcbab55671425c9d20936a010099aab399196,"run spell checker

svn/trunk@7313",Steven Bird,2008-12-17 11:44:08+00:00,2008-12-17,11,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,db9d9f674b5601b8a0e0e45c6694b29666470873,"Tweaked image sizes; mentioned a couple more issues

svn/trunk@7315",Steven Bird,2008-12-17 12:11:37+00:00,2008-12-17,12,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,99dac8a8d54a4f79c1e6762c01a160e5cd505728,"Tweaked image size

svn/trunk@7316",Steven Bird,2008-12-17 12:20:34+00:00,2008-12-17,12,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,2c4b01f95a72e482738c577251bb27578cd5925b,"deleted issue about gc, as it is now resolved


svn/trunk@7317",Steven Bird,2008-12-17 12:22:37+00:00,2008-12-17,12,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,5d64eb18c477d1ac098cc1993ac17fa9335a1a25,"Minor fixes to failing doctests.

Still getting error
      ImportError: cannot import name DrtGlueReadingCommand


svn/trunk@7320",Ewan Klein,2008-12-17 14:41:08+00:00,2008-12-17,14,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,fca7ac56b9423b4005cf043828bcd473c21d3848,"Fixed docstring error pointed out in 
http://code.google.com/p/nltk/issues/detail?id=155

Maybe move back to a dictionary-based version?


svn/trunk@7321",Ewan Klein,2008-12-17 15:17:38+00:00,2008-12-17,15,False,True,False,1,evaluate.py,1,0,10,5,5
nltk,{'develop'},1,71ab9a19cd67b1eac40c76895f4a063e1525cfce,"Added Cooper storage example
Updated addresses of grammars


svn/trunk@7322",Ewan Klein,2008-12-17 15:19:23+00:00,2008-12-17,15,False,False,False,1,semantics.doctest,0,0,50,47,3
nltk,{'develop'},1,64c2787d6afd6bb0babfa140149573f942145876,"Fix grammar mistake in chapter name


svn/trunk@7323",Steven Bird,2008-12-18 03:00:00+00:00,2008-12-18,3,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,d7a45b3278a0aa4f82ddce2a4c0df43bb4873698,"updates for 0.9.7

svn/trunk@7328",Steven Bird,2008-12-18 07:23:40+00:00,2008-12-18,7,False,False,False,1,ChangeLog,0,0,24,24,0
nltk,{'develop'},1,472c932b2a67b37cc08fc7535454277398e5d7bc,"Minor updates.


svn/trunk@7329",Ewan Klein,2008-12-18 10:03:30+00:00,2008-12-18,10,False,False,False,1,ChangeLog,0,0,3,2,1
nltk,{'develop'},1,d0cdc442285cff42761c0172f765ceb86e45e5df,"Added more examples to test valuations.


svn/trunk@7330",Ewan Klein,2008-12-18 16:07:43+00:00,2008-12-18,16,False,False,False,1,chat80.doctest,0,0,28,24,4
nltk,{'develop'},1,1e13e88fe796c94424439253b4781a61da5c8d0a,"fixed bug that caused downloader to fail when tkinter is not installed

svn/trunk@7331",Edward Loper,2008-12-18 17:46:54+00:00,2008-12-18,17,False,True,False,1,downloader.py,1,0,4,2,2
nltk,{'develop'},1,da23c7418e555214f2255209acca12091b57e366,"fixed google code issue 136 -- if nltk.data.find() fails to find a file, it now makes a second pass trying to look for it inside zipfiles.

svn/trunk@7332",Edward Loper,2008-12-18 18:08:01+00:00,2008-12-18,18,False,True,False,1,data.py,1,0,43,38,5
nltk,{'develop'},1,aeddc932cb014c4229e3afb23e6587acc9112af7,"fixed some doc strings


svn/trunk@7333",Tom Lippincott,2008-12-18 19:46:14+00:00,2008-12-18,19,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,e31bb2a678ff4f571e03b64e1e301e65c6577738,"Update version to 0.9.7

svn/trunk@7334",Steven Bird,2008-12-18 20:51:19+00:00,2008-12-18,20,False,False,False,3,"01macroot-contents.xml
01macroot.xml
__init__.py",1,0,8,4,4
nltk,{'develop'},1,7a5d7cc7bf2fd0c179f23863c0b099b59966224c,"nltk/detect.py
* delete stale module

nltk/tag/*.py, nltk/model/ngram.py
* update demos to use new Brown Corpus category labels


svn/trunk@7335",Steven Bird,2008-12-18 22:50:52+00:00,2008-12-18,22,False,False,False,4,"detect.py
ngram.py
crf.py
hmm.py",4,0,73,4,69
nltk,{'develop'},1,acef123428d9e7fe5ea84e05072bbd4ad783e60d,"Fix broken doctests; add toy.cfg to sample_grammars.


svn/trunk@7336",Steven Bird,2008-12-18 23:27:28+00:00,2008-12-18,23,False,True,False,4,"data.doctest
discourse.doctest
inference.doctest
semantics.doctest",0,0,67,34,33
nltk,{'develop'},1,289e35e12ab5cff7d83512a679371d0281581635,"fixed so it can be imported from relocate_svn


svn/trunk@7337",Steven Bird,2008-12-18 23:47:57+00:00,2008-12-18,23,False,True,False,1,global_replace.py,1,0,20,11,9
nltk,{'develop'},1,6b16c75a8958bf8a5a7b41fad5694d1c89d37c61,"deleted stale installation and faq files

svn/trunk@7340",Steven Bird,2008-12-19 00:32:22+00:00,2008-12-19,0,False,False,False,3,"faq.html
install.html
svnmime.py",1,0,601,3,598
nltk,{'develop'},1,40bd6dcd680fab34486b3aaef04d89f395935137,"Punkt: Comments for tokenization regexes

svn/trunk@7341",Joel Nothman,2008-12-19 00:50:55+00:00,2008-12-19,0,False,False,False,1,punkt.py,1,0,19,13,6
nltk,{'develop'},1,c55f1a197d41879705b25e37d88280878f856623,"Fix broken FreqDist.iteritems()

svn/trunk@7342",Joel Nothman,2008-12-19 05:04:55+00:00,2008-12-19,5,False,True,False,1,probability.py,1,0,1,1,0
nltk,{'develop'},1,0d54cdc1c30e28ebadef99e81fa8460572149484,"Punkt: use simple regex tokenizer for words rather than successive search/replace

svn/trunk@7343",Joel Nothman,2008-12-19 05:28:11+00:00,2008-12-19,5,False,False,False,1,punkt.py,1,0,78,32,46
nltk,{'develop'},1,e72aa5d5b6ca3aed13564268d324f0c33165a547,"misc updates

svn/trunk@7344",Steven Bird,2008-12-19 06:19:46+00:00,2008-12-19,6,False,False,False,2,"ChangeLog
tag.doctest",0,0,24,13,11
nltk,{'develop'},1,1b7e53b4e5d95def5cc278ac2ee13b5ba3b485d8,"added some doctest strings


svn/trunk@7347",Tom Lippincott,2008-12-19 17:13:30+00:00,2008-12-19,17,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,5357521020280da88b2b0ba29668b25fa39555e6,"Punkt: Create PunktLanguageVars class to handle language-dependent punctuation better.

svn/trunk@7350",Joel Nothman,2008-12-20 11:27:33+00:00,2008-12-20,11,False,False,False,1,punkt.py,1,0,171,111,60
nltk,{'develop'},1,ee85b598e0acb377385d05aede3d275019cf009a,"Punkt: Fix comment regarding use of PunktLanguageVars

svn/trunk@7351",Joel Nothman,2008-12-20 12:11:48+00:00,2008-12-20,12,False,True,False,1,punkt.py,1,0,7,4,3
nltk,{'develop'},1,296df31d08af3f5bb05cf8496c5057ebbc9c12eb,"Punkt: Add some TODO notes

svn/trunk@7352",Joel Nothman,2008-12-20 12:26:46+00:00,2008-12-20,12,False,False,True,1,punkt.py,1,0,3,3,0
nltk,{'develop'},1,e723caef1989f7aa8d7dde2da785d75c0e24c6b4,"minor fixes

svn/trunk@7354",Dan Garrette,2008-12-20 13:29:47+00:00,2008-12-20,13,False,True,False,2,"mace.py
logic.py",2,0,29,16,13
nltk,{'develop'},1,73193c7024e79886c6a029412c81b8f6d3b04feb,"Collocations: add initial files

svn/trunk@7355",Joel Nothman,2008-12-20 13:34:03+00:00,2008-12-20,13,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,dd4bf918650a2dd6cc31549449f6a7ba239f8566,"updated grammar path

svn/trunk@7356",Dan Garrette,2008-12-20 14:22:02+00:00,2008-12-20,14,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,b36a85537515a3ce651e314bde44bc8a52ceab52,"fixed book regression tests

svn/trunk@7357",Dan Garrette,2008-12-20 14:22:23+00:00,2008-12-20,14,False,True,False,1,discourse.doctest,0,0,25,14,11
nltk,{'develop'},1,da7873861c3f6d5641a27b8ddf55e3fc7851cc48,"fixed some minor issues

svn/trunk@7358",Dan Garrette,2008-12-20 16:27:37+00:00,2008-12-20,16,False,True,False,3,"drt.doctest
gluesemantics.doctest
semantics.doctest",0,0,11,7,4
nltk,{'develop'},1,ac9c34015f5b736ba07136ca7c737fedf5ad9265,"Renamed module nltk.inference.inference to nltk.inference.util

svn/trunk@7359",Dan Garrette,2008-12-21 11:09:24+00:00,2008-12-21,11,False,False,False,9,"__init__.py
nonmonotonic.py
util.py
chat80.py
drt.py
logic.py
nonmonotonic.doctest
iwcs.doctest
sem.tex",6,0,78,38,40
nltk,{'develop'},1,650cd49b0c885b91dcbad0b7500c812035a4980d,"cleaned up imports a bit

svn/trunk@7360",Dan Garrette,2008-12-21 11:45:45+00:00,2008-12-21,11,False,False,False,4,"nonmonotonic.py
hole.py
logic.py
nonmonotonic.doctest",3,0,11,5,6
nltk,{'develop'},1,3a4cfdfbb6f14e5f54b3ac3a57cb13ac1dfd40f9,"Remove 'punkt_word_tokenize' from tokenize.__all__. This function should not be necessary.

svn/trunk@7361",Joel Nothman,2008-12-22 06:58:36+00:00,2008-12-22,6,False,False,False,1,__init__.py,1,0,3,1,2
nltk,{'develop'},1,b2c8157f27959c37697415c4540af7af0a3881b7,"Punkt: move internal_punctuation constant to PunktLanguageVars; make tok an argument of PunktToken._get_type()

svn/trunk@7362",Joel Nothman,2008-12-22 07:33:19+00:00,2008-12-22,7,False,False,False,1,punkt.py,1,0,16,8,8
nltk,{'develop'},1,b83cfefa0439ad810be6b2b9da2173bf1e422812,"Punkt: make token_cls a constructor argument to PunktTrainer and PunktSentenceTokenizer

svn/trunk@7363",Joel Nothman,2008-12-22 07:40:26+00:00,2008-12-22,7,False,False,False,1,punkt.py,1,0,18,9,9
nltk,{'develop'},1,1a1b7c7875922b3ea08e5fe9f921709079e45f2d,"Properly deprecate punkt_word_tokenize

svn/trunk@7364",Joel Nothman,2008-12-22 08:35:50+00:00,2008-12-22,8,False,False,False,2,"__init__.py
punkt.py",2,0,14,11,3
nltk,{'develop'},1,ae1c4a195c72e6216245277778ed6ff901741ca1,"*Added ""EventType"" to distinguish events from entities.
*Fixed bug in LogicParser

svn/trunk@7365",Dan Garrette,2008-12-22 13:16:12+00:00,2008-12-22,13,False,True,False,2,"logic.py
logic.doctest",1,0,22,16,6
nltk,{'develop'},1,dbb35911a1513d9a6de200834f31c9cf88b06272,"*new method normalize() for simplifying auto-generated variable names
*implemented a basic visitor pattern


svn/trunk@7366",Dan Garrette,2008-12-22 16:04:05+00:00,2008-12-22,16,False,False,False,3,"drt.py
logic.py
logic.doctest",2,0,71,61,10
nltk,{'develop'},1,55a76971a8d27d29fb540b2745bc3bbce31e5c6f,"*Updated simplify(), replace(), free(), variables() to use new visitor pattern
*Renamed NEW_NLTK syntax to NLTK
*Cleaned up some code

svn/trunk@7367",Dan Garrette,2008-12-22 21:57:38+00:00,2008-12-22,21,False,False,False,3,"drt.py
drt_resolve_anaphora.py
logic.py",3,0,264,111,153
nltk,{'develop'},1,72970d0d719554b95a1c803bce7ccd5267525cb6,"removed test code

svn/trunk@7368",Dan Garrette,2008-12-22 21:59:07+00:00,2008-12-22,21,False,False,False,1,logic.py,1,0,4,1,3
nltk,{'develop'},1,871f1af926a71a63f08fdadcc69366509cbfd5e2,"minor fix

svn/trunk@7369",Dan Garrette,2008-12-22 22:09:46+00:00,2008-12-22,22,False,True,False,1,drt.py,1,0,7,4,3
nltk,{'develop'},1,3e17f4a795767df0433e7a1ee13074eebaa15545,"minor fix

svn/trunk@7370",Dan Garrette,2008-12-22 22:18:00+00:00,2008-12-22,22,False,True,False,1,drt.py,1,0,4,2,2
nltk,{'develop'},1,7c8286fda31e245639d7d991d9f1fa02d8cd7001,"Punkt: fix use of boundary realignment RE

svn/trunk@7371",Joel Nothman,2008-12-22 23:30:16+00:00,2008-12-22,23,False,True,False,1,punkt.py,1,0,2,1,1
nltk,{'develop'},1,27966f106c05ac96395fa83da6d7b49d20a67d00,"Collocations: a number of fixes and restructures

svn/trunk@7372",Joel Nothman,2008-12-23 04:21:36+00:00,2008-12-23,4,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,79a80758c0e586413e3d215a14abe503c0c4293f,"Collocations: add trigram_measures

svn/trunk@7373",Joel Nothman,2008-12-23 04:22:19+00:00,2008-12-23,4,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,4621a6f0318d7235aacebd2347e69ceb11e8f7f6,"cleaned up imports

svn/trunk@7374",Dan Garrette,2008-12-23 14:43:48+00:00,2008-12-23,14,False,False,False,2,"drt.py
drt_resolve_anaphora.py",2,0,175,85,90
nltk,{'develop'},1,24d763f409a817b182a74559a3fcff899b4c67ad,"cleaned up imports

svn/trunk@7375",Dan Garrette,2008-12-23 15:34:24+00:00,2008-12-23,15,False,False,False,7,"discourse.py
mace.py
nonmonotonic.py
prover9.py
resolution.py
tableau.py
util.py",7,0,36,17,19
nltk,{'develop'},1,114add166eed8c0761c6bd5e0c49daba20cacc3a,"moved skolemize() function to nltk.sem.util

svn/trunk@7376",Dan Garrette,2008-12-23 16:35:32+00:00,2008-12-23,16,False,False,False,3,"resolution.py
hole.py
util.py",3,0,218,108,110
nltk,{'develop'},1,29f6d263d77316a23cc399c9a0c61277532eca79,"*Moved malt.py from contrib to ntlk.parse
*Restructured malt.py quite a bit.  It now has a stateful parser object MaltParser that will fit with the dependency parser API
*Glue code lazy-initializes and lazy-trains the MaltParser
*Lots of random cleanup

svn/trunk@7377",Dan Garrette,2008-12-24 04:24:14+00:00,2008-12-24,4,False,False,False,6,"dependencygraph.py
malt.py
drt_resolve_anaphora.py
discourse.doctest
drt.doctest
gluesemantics.doctest",3,0,310,265,45
nltk,{'develop'},1,125646d1a786fa0aba75d803717d7d574fe2c712,"remove malt.py since it has been moved to nltk.parse

svn/trunk@7378",Dan Garrette,2008-12-24 04:25:25+00:00,2008-12-24,4,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,02736a8db9e95a5b3d4040099d8ec868f8b53259,"Moved Glue Semantics code from contrib to nltk.sem

svn/trunk@7379",Dan Garrette,2008-12-24 04:38:17+00:00,2008-12-24,4,False,False,False,10,"drt_glue.py
drt_glue_demo.py
glue.py
glue_discourse.py
lfg.py
linearlogic.py
discourse.doctest
gluesemantics.doctest
iwcs.doctest
setup.py",7,0,1950,1939,11
nltk,{'develop'},1,81dafaa8b7579589e0cfd7925436c7ad5ff898f2,"*Merged drt_glue.py into glue.py
*Merged glue_discourse.py into discourse.py

svn/trunk@7380",Dan Garrette,2008-12-24 05:05:28+00:00,2008-12-24,5,False,False,False,8,"discourse.py
drt_glue.py
drt_glue_demo.py
glue.py
glue_discourse.py
discourse.doctest
gluesemantics.doctest
iwcs.doctest",5,0,381,113,268
nltk,{'develop'},1,fe297b502641011d1bf546f280edf8cfe8319b6c,"Some small updates

svn/trunk@7381",Dan Garrette,2008-12-24 18:58:58+00:00,2008-12-24,18,False,False,False,2,"malt.py
glue.py",2,0,26,15,11
nltk,{'develop'},1,51965beb1ddbe3f2dfa37ef55f4cfb001253c658,"*reorganized prover9 interface code.
*changes to get prover9 to work on Windows
*small cleanup

svn/trunk@7382",Dan Garrette,2008-12-25 21:04:02+00:00,2008-12-25,21,False,False,False,6,"api.py
mace.py
prover9.py
resolution.py
tableau.py
drt.py",6,0,356,162,194
